,Highest educational level,Used a method at last sexual intercourse,Wife justified asking husband to use condom if he has STI,Drugs to avoid HIV transmission to baby during pregnancy,Total lifetime number of sex partners,Heard of ARVs to treat HIV,Respondent can refuse sex,Respondent can ask partner to use a condom,Knowledge and use of HIV test kits,Perception Mean
571,3,0,1,0,1,0,0,0,0,0.25
572,3,1,1,0,1,1,0,0,1,0.625
573,3,0,0,1,1,1,0,0,0,0.375
574,1,1,1,1,1,1,0,0,0,0.625
575,1,1,0,0,1,1,1,0,0,0.5
576,1,1,0,0,1,0,0,0,0,0.25
577,1,1,0,0,1,0,0,0,0,0.25
578,3,0,1,1,1,1,0,0,0,0.5
579,2,0,0,1,1,1,0,0,0,0.375
580,1,0,1,0,1,0,1,1,0,0.5
581,3,0,0,0,1,0,0,0,0,0.125
582,3,0,0,0,1,0,0,0,0,0.125
583,3,0,0,0,1,0,0,0,0,0.125
584,3,0,0,0,1,0,0,0,0,0.125
585,2,0,0,1,1,0,0,0,0,0.25
586,1,0,0,0,1,0,0,0,0,0.125
587,2,0,0,0,1,0,0,0,0,0.125
588,3,0,0,0,1,0,0,0,0,0.125
589,3,0,0,0,1,0,0,0,0,0.125
590,1,0,0,0,1,0,1,0,0,0.25
591,3,0,0,0,1,0,1,0,0,0.25
592,3,0,0,0,1,0,0,0,0,0.125
593,3,0,0,0,1,0,0,0,0,0.125
594,3,0,0,0,1,0,0,0,0,0.125
595,1,0,0,0,1,0,0,0,0,0.125
596,3,0,0,0,1,0,0,0,0,0.125
597,3,0,0,0,1,0,0,0,0,0.125
598,2,0,0,0,1,0,0,0,0,0.125
599,3,0,0,0,1,0,0,0,0,0.125
600,1,0,0,0,1,0,0,0,0,0.125
601,3,0,0,0,1,0,0,0,0,0.125
602,1,0,0,0,1,0,0,0,0,0.125
603,2,0,0,0,1,0,0,0,0,0.125
604,3,0,0,0,1,0,0,0,0,0.125
605,3,0,0,0,1,0,0,0,0,0.125
606,1,0,0,0,1,0,0,0,0,0.125
607,2,0,0,0,1,0,0,0,0,0.125
608,3,0,0,0,1,0,0,0,0,0.125
609,3,0,0,0,1,0,0,0,0,0.125
610,3,0,0,0,1,0,0,0,0,0.125
611,3,0,0,0,1,0,0,0,0,0.125
612,1,0,1,1,1,0,1,0,0,0.5
613,2,0,0,0,1,0,0,0,0,0.125
614,3,0,0,0,1,0,0,0,0,0.125
615,1,0,0,0,1,0,0,0,0,0.125
616,2,0,0,0,1,0,0,0,0,0.125
617,2,0,0,0,1,1,1,0,0,0.375
618,2,0,0,0,1,0,0,0,0,0.125
619,3,1,1,0,1,1,1,1,0,0.75
620,3,0,0,0,1,1,0,0,0,0.25
621,3,0,0,0,1,0,0,0,0,0.125
622,3,0,0,0,1,1,0,1,0,0.375
623,3,0,0,0,1,0,0,0,0,0.125
624,1,0,0,0,1,0,0,0,0,0.125
625,3,0,0,0,1,0,0,0,0,0.125
626,2,0,1,0,1,1,1,1,0,0.625
627,1,1,1,0,1,1,1,1,0,0.75
628,1,1,0,0,1,1,0,0,0,0.375
629,1,1,1,0,1,1,1,1,0,0.75
630,2,0,1,1,1,0,1,1,0,0.625
631,2,1,0,0,1,0,1,1,0,0.5
632,3,1,1,1,1,1,1,1,1,1.0
633,3,0,1,1,1,0,1,1,0,0.625
634,3,1,0,0,1,1,1,1,0,0.625
635,3,0,0,0,1,0,1,1,0,0.375
636,3,0,0,0,1,1,1,1,0,0.5
637,3,0,1,0,1,1,1,1,0,0.625
638,3,0,1,0,1,1,1,1,0,0.625
639,2,0,1,0,1,1,1,1,0,0.625
640,3,0,1,0,1,1,1,1,0,0.625
641,2,0,0,0,1,0,0,0,0,0.125
642,3,0,0,0,1,1,0,0,1,0.375
643,3,0,0,1,1,0,1,0,0,0.375
644,3,0,1,0,1,0,1,1,0,0.5
645,3,1,0,1,1,1,1,1,0,0.75
646,3,1,0,0,1,0,1,1,0,0.5
647,2,1,1,0,1,0,1,1,0,0.625
648,3,1,0,1,1,1,1,1,1,0.875
649,2,0,0,0,1,0,0,0,0,0.125
650,3,0,0,0,1,1,0,0,1,0.375
651,3,0,0,0,1,1,1,1,1,0.625
652,3,0,0,1,1,0,1,1,0,0.5
653,3,0,0,1,1,1,0,1,1,0.625
654,3,0,1,0,1,1,1,1,0,0.625
655,3,0,1,0,1,1,1,1,0,0.625
656,3,0,0,0,1,1,1,0,0,0.375
657,3,0,1,1,1,1,1,1,0,0.75
658,3,0,1,1,1,1,1,1,0,0.75
659,3,0,1,0,1,1,1,1,0,0.625
660,3,0,0,1,1,1,1,1,1,0.75
661,3,0,0,0,1,1,1,1,0,0.5
662,2,0,1,0,1,1,1,1,0,0.625
663,3,0,0,0,1,1,1,1,0,0.5
664,3,0,1,0,1,0,1,1,0,0.5
665,2,0,1,0,1,1,1,1,0,0.625
666,3,0,1,0,1,1,1,1,0,0.625
667,2,0,1,0,1,0,1,1,0,0.5
668,3,0,1,0,1,0,1,1,0,0.5
669,2,1,0,0,1,0,0,1,0,0.375
670,2,0,1,0,1,0,0,1,0,0.375
671,3,1,0,0,1,1,1,1,0,0.625
672,2,0,0,0,1,0,0,0,0,0.125
673,2,1,0,0,1,1,0,0,0,0.375
674,2,0,0,0,1,0,1,1,0,0.375
675,1,0,0,0,1,1,1,1,0,0.5
676,3,0,0,0,1,1,1,1,0,0.5
677,3,0,0,0,1,0,1,1,0,0.375
678,3,0,0,0,1,0,1,1,0,0.375
679,2,0,0,0,1,0,1,1,0,0.375
680,1,0,1,0,1,0,1,1,0,0.5
681,1,0,0,0,1,1,1,1,0,0.5
682,2,0,0,0,1,0,1,1,0,0.375
683,2,0,0,0,1,0,1,1,0,0.375
684,1,0,0,0,1,1,1,1,0,0.5
685,3,0,0,0,1,1,1,1,0,0.5
686,1,0,0,0,1,1,0,0,0,0.25
687,3,0,0,0,1,1,1,1,1,0.625
688,3,0,0,0,1,1,0,0,0,0.25
689,2,0,0,0,1,1,0,0,0,0.25
690,2,0,0,0,1,0,1,1,0,0.375
691,3,0,0,0,1,1,1,1,1,0.625
692,3,1,0,0,1,1,0,0,1,0.5
693,2,0,0,0,1,1,1,1,0,0.5
694,3,0,0,0,1,1,0,0,0,0.25
695,3,0,1,1,1,0,1,1,0,0.625
696,3,1,1,1,1,0,1,1,0,0.75
697,3,1,1,1,1,0,1,1,0,0.75
698,3,0,1,1,1,0,1,1,0,0.625
699,2,1,0,1,1,0,1,0,0,0.5
700,3,0,0,1,1,1,1,1,1,0.75
701,2,1,1,1,1,1,1,1,0,0.875
702,2,1,1,1,1,0,1,1,0,0.75
703,3,0,0,1,1,0,1,1,1,0.625
704,3,1,1,1,1,0,1,1,1,0.875
705,2,0,1,1,1,1,1,1,1,0.875
706,3,0,1,0,1,0,1,1,0,0.5
707,3,1,1,1,1,0,1,0,0,0.625
708,2,0,1,0,1,0,1,1,0,0.5
709,3,0,1,1,1,0,1,1,1,0.75
710,2,1,0,1,1,0,1,1,1,0.75
711,3,0,1,0,1,0,1,0,1,0.5
712,3,1,1,1,1,0,1,1,0,0.75
713,3,0,1,0,1,0,1,0,1,0.5
714,2,1,1,1,1,1,1,1,1,1.0
715,1,1,1,1,1,1,1,1,1,1.0
716,3,1,1,1,1,1,1,1,0,0.875
717,3,1,1,1,1,0,1,1,0,0.75
718,2,1,1,0,1,1,1,1,0,0.75
719,2,1,1,1,1,1,1,1,0,0.875
720,3,0,1,1,1,0,1,1,0,0.625
721,2,1,1,0,1,0,1,1,0,0.625
722,2,1,1,0,1,0,1,1,0,0.625
723,3,1,1,0,1,0,1,1,1,0.75
724,2,1,1,1,1,1,1,1,0,0.875
725,3,1,1,0,1,0,1,0,0,0.5
726,2,1,1,1,1,0,1,1,1,0.875
727,3,0,0,0,1,0,0,1,0,0.25
728,2,1,1,1,4,0,1,1,0,1.125
729,3,1,1,1,1,0,1,1,0,0.75
730,2,0,1,1,1,0,1,1,0,0.625
731,2,1,0,1,1,0,1,1,0,0.625
732,2,1,1,1,1,0,1,1,0,0.75
733,2,0,0,1,1,0,1,1,0,0.5
734,2,0,1,1,1,1,1,1,0,0.75
735,2,1,1,0,1,0,1,1,0,0.625
736,2,0,1,1,1,1,1,1,0,0.75
737,3,1,1,1,1,0,1,1,0,0.75
738,3,1,0,0,1,0,1,1,0,0.5
739,3,1,1,1,1,1,1,1,1,1.0
740,3,1,1,0,1,0,1,1,0,0.625
741,3,1,1,0,1,0,1,1,0,0.625
742,2,1,1,1,1,0,1,1,0,0.75
743,3,0,1,0,1,0,1,1,0,0.5
744,2,1,1,1,1,1,1,1,0,0.875
745,2,1,0,0,1,1,1,1,0,0.625
746,3,1,0,0,1,0,1,1,0,0.5
747,3,0,1,1,1,0,1,1,0,0.625
748,3,1,1,0,1,0,1,1,0,0.625
749,3,1,1,1,1,1,1,1,1,1.0
750,2,1,1,1,1,1,1,1,0,0.875
751,3,0,1,1,1,0,1,1,0,0.625
752,1,1,0,0,1,0,0,1,0,0.375
753,3,1,1,1,1,0,1,1,0,0.75
754,2,1,1,1,1,1,1,1,0,0.875
755,2,0,0,0,1,1,1,0,0,0.375
756,3,1,0,1,1,1,1,1,0,0.75
757,2,0,1,1,1,0,1,1,0,0.625
758,2,1,1,0,1,1,1,1,1,0.875
759,3,1,0,0,1,0,1,1,0,0.5
760,3,0,0,0,1,0,1,0,0,0.25
761,3,0,1,0,1,0,1,1,0,0.5
762,2,1,0,0,1,1,1,0,0,0.5
763,3,1,1,0,1,0,1,1,0,0.625
764,3,1,0,0,1,1,0,0,0,0.375
765,2,1,0,1,1,1,1,0,0,0.625
766,3,0,1,0,1,0,1,1,0,0.5
767,3,1,1,1,1,0,1,1,0,0.75
768,3,0,1,0,1,1,1,1,0,0.625
769,1,1,1,1,1,0,1,1,1,0.875
770,2,0,1,0,1,0,1,1,0,0.5
771,2,1,1,1,98,0,1,1,1,13.0
772,3,1,0,0,1,0,1,1,0,0.5
773,2,1,1,0,1,0,1,1,0,0.625
774,2,1,1,1,1,0,1,1,0,0.75
775,3,1,1,1,1,0,1,1,0,0.75
776,2,1,1,0,1,0,1,1,0,0.625
777,3,1,1,1,1,0,1,0,1,0.75
778,2,1,0,0,1,0,0,1,0,0.375
779,3,0,1,0,1,0,1,1,0,0.5
780,1,1,1,1,1,0,1,1,0,0.75
781,2,1,1,0,1,0,1,1,0,0.625
782,3,1,1,1,1,0,1,1,0,0.75
783,1,1,0,0,1,0,1,0,0,0.375
784,2,1,1,1,1,1,1,1,1,1.0
785,3,1,0,1,1,1,1,0,0,0.625
786,2,1,0,0,1,0,1,0,0,0.375
787,2,0,1,0,1,0,1,1,0,0.5
788,2,1,1,1,1,1,1,1,0,0.875
789,3,1,1,1,1,1,1,1,0,0.875
790,3,0,1,1,1,0,1,1,1,0.75
791,3,0,1,0,1,0,1,1,0,0.5
792,2,1,1,0,1,0,1,1,0,0.625
793,2,1,0,1,1,0,1,0,0,0.5
794,2,1,0,0,1,0,1,1,0,0.5
795,3,0,0,0,1,0,0,0,0,0.125
796,2,1,0,0,1,0,1,1,0,0.5
797,1,1,1,0,1,0,1,1,0,0.625
798,3,1,1,1,1,0,1,1,0,0.75
799,3,0,1,1,1,1,1,1,1,0.875
800,3,1,1,1,1,0,1,1,0,0.75
801,3,0,1,0,1,0,1,1,0,0.5
802,2,1,1,1,1,0,1,1,0,0.75
803,3,0,0,0,1,1,1,0,0,0.375
804,3,1,1,0,1,0,1,1,1,0.75
805,3,1,1,0,1,0,1,1,0,0.625
806,1,0,1,1,1,0,1,1,0,0.625
807,3,0,1,1,1,0,1,1,1,0.75
808,2,1,0,0,1,0,1,0,0,0.375
809,3,0,1,1,1,1,1,1,0,0.75
810,3,0,1,1,1,1,1,0,1,0.75
811,3,0,1,0,1,0,1,1,0,0.5
812,2,1,1,1,1,0,1,1,0,0.75
813,1,1,1,1,1,0,1,1,0,0.75
814,3,1,1,0,1,0,1,0,0,0.5
815,3,1,1,0,1,0,1,0,0,0.5
816,3,1,0,0,1,0,1,0,0,0.375
817,2,1,1,1,1,1,1,1,1,1.0
818,1,0,0,0,1,0,1,0,0,0.25
819,2,1,0,0,1,0,1,1,0,0.5
820,2,1,1,0,1,0,1,1,0,0.625
821,2,1,1,0,1,0,1,1,0,0.625
822,2,1,0,0,1,0,1,0,0,0.375
823,3,1,1,0,1,0,1,1,0,0.625
824,2,1,1,1,1,1,1,1,1,1.0
825,1,0,1,0,1,0,1,1,0,0.5
826,2,1,1,0,1,0,1,1,0,0.625
827,3,1,0,1,1,1,1,0,0,0.625
828,2,0,0,0,1,1,1,1,1,0.625
829,1,0,1,1,1,1,1,1,1,0.875
830,3,0,1,1,1,1,1,0,1,0.75
831,2,0,1,1,1,0,0,1,1,0.625
832,3,1,1,0,1,0,1,0,0,0.5
833,1,0,1,0,1,1,1,1,0,0.625
834,3,0,1,1,1,1,1,0,1,0.75
835,3,1,1,0,1,0,1,1,0,0.625
836,2,1,1,0,1,0,1,0,0,0.5
837,1,1,1,1,1,0,1,1,0,0.75
838,3,1,1,1,1,0,1,1,0,0.75
839,2,1,1,0,1,0,1,1,0,0.625
840,2,1,1,1,1,0,1,1,1,0.875
841,3,0,0,0,1,0,1,1,0,0.375
842,2,1,1,0,1,0,1,0,0,0.5
843,3,0,1,1,1,0,1,1,1,0.75
844,2,1,1,0,1,0,1,0,0,0.5
845,3,1,1,0,1,0,1,1,0,0.625
846,3,0,1,1,1,1,1,0,1,0.75
847,2,0,1,0,1,0,1,1,0,0.5
848,3,1,1,0,1,0,1,0,0,0.5
849,3,1,1,1,1,0,1,1,0,0.75
850,2,1,1,1,1,0,1,1,1,0.875
851,1,1,1,1,1,1,1,0,0,0.75
852,3,1,1,1,1,0,1,1,0,0.75
853,3,1,0,0,1,1,1,0,0,0.5
854,3,1,1,0,1,0,1,1,1,0.75
855,1,0,1,0,1,0,1,1,0,0.5
856,2,1,1,1,1,0,1,1,0,0.75
857,2,0,1,0,1,0,1,1,0,0.5
858,2,1,1,0,1,0,1,1,0,0.625
859,3,1,1,1,1,0,1,1,0,0.75
860,2,1,1,0,1,0,1,1,0,0.625
861,2,1,1,0,1,0,1,1,0,0.625
862,2,1,1,0,1,1,1,0,1,0.75
863,2,0,1,1,1,1,1,1,0,0.75
864,2,1,1,0,1,0,1,1,0,0.625
865,1,0,1,0,1,0,1,1,0,0.5
866,2,0,1,0,1,0,1,1,0,0.5
867,2,0,1,1,1,0,1,1,0,0.625
868,1,0,1,1,1,1,1,1,1,0.875
869,3,1,1,1,1,0,1,1,0,0.75
870,3,1,1,1,1,0,1,1,0,0.75
871,3,1,1,0,1,1,1,1,1,0.875
872,2,1,1,1,1,0,1,1,0,0.75
873,2,0,1,0,1,0,1,1,0,0.5
874,2,1,0,0,1,0,1,0,0,0.375
875,2,1,1,0,1,0,1,0,0,0.5
876,1,1,1,0,1,0,1,1,0,0.625
877,2,0,1,1,1,0,1,0,0,0.5
878,2,1,1,1,1,1,1,1,1,1.0
879,2,1,1,1,1,0,1,1,0,0.75
880,2,0,1,1,1,1,1,0,1,0.75
881,2,1,1,1,1,0,1,1,0,0.75
882,3,0,1,0,1,0,1,1,1,0.625
883,2,1,1,0,1,0,1,1,0,0.625
884,3,0,0,1,1,0,1,1,0,0.5
885,1,1,1,1,1,1,1,1,1,1.0
886,3,1,1,1,1,0,1,1,0,0.75
887,3,1,1,0,1,0,1,1,0,0.625
888,2,1,1,0,1,0,1,1,0,0.625
889,3,0,1,1,1,1,1,1,1,0.875
890,3,1,1,0,1,1,1,1,1,0.875
891,2,1,1,0,1,0,1,1,0,0.625
892,1,0,1,0,1,0,1,1,0,0.5
893,2,1,1,0,1,1,1,1,0,0.75
894,2,1,1,0,1,1,1,1,0,0.75
895,1,1,1,1,1,0,1,0,0,0.625
896,1,1,0,0,1,1,1,1,0,0.625
897,2,1,1,0,1,0,1,1,0,0.625
898,2,1,1,1,1,1,1,0,0,0.75
899,2,1,1,1,1,0,1,1,0,0.75
900,2,1,0,0,1,0,1,0,0,0.375
901,2,1,1,1,1,0,1,0,0,0.625
902,1,0,1,1,1,0,1,0,1,0.625
903,2,1,1,1,1,1,1,1,0,0.875
904,2,0,1,0,1,0,1,1,0,0.5
905,3,0,1,0,1,0,1,1,0,0.5
906,3,1,1,0,1,0,1,0,0,0.5
907,3,0,0,1,1,0,1,1,0,0.5
908,2,1,0,0,1,0,1,0,0,0.375
909,3,0,0,0,1,1,1,0,0,0.375
910,3,1,1,1,1,0,1,0,0,0.625
911,3,1,1,1,1,0,1,1,0,0.75
912,1,1,1,1,1,1,1,0,1,0.875
913,2,0,1,1,1,1,1,1,1,0.875
914,2,1,1,0,1,0,1,1,0,0.625
915,2,1,1,1,1,1,1,1,0,0.875
916,2,1,1,1,1,0,1,0,0,0.625
917,2,1,1,0,1,0,1,1,0,0.625
918,1,1,1,1,1,1,1,1,1,1.0
919,3,1,1,0,1,1,1,1,1,0.875
920,2,1,1,1,1,0,1,0,0,0.625
921,3,1,1,1,1,0,1,1,0,0.75
922,3,1,1,0,1,0,1,1,0,0.625
923,1,1,1,0,1,0,1,1,0,0.625
924,3,1,1,1,1,1,1,1,0,0.875
925,3,1,1,1,1,1,1,1,1,1.0
926,2,0,1,0,1,0,1,1,0,0.5
927,3,1,1,0,1,1,1,1,0,0.75
928,3,0,1,0,1,0,1,1,0,0.5
929,1,1,1,0,1,0,1,1,0,0.625
930,3,0,1,0,1,0,1,1,0,0.5
931,3,1,1,0,1,0,1,1,0,0.625
932,2,0,1,0,1,0,1,1,0,0.5
933,3,0,1,0,1,0,1,1,0,0.5
934,3,1,1,0,1,1,1,1,1,0.875
935,3,0,1,0,1,0,1,1,1,0.625
936,3,1,1,0,1,1,1,1,0,0.75
937,3,0,1,0,1,0,1,1,0,0.5
938,3,0,1,0,1,0,1,1,0,0.5
939,3,0,1,1,1,1,1,1,1,0.875
940,3,0,1,0,1,0,1,1,1,0.625
941,2,1,1,0,1,0,1,1,0,0.625
942,3,0,1,0,1,1,1,1,0,0.625
943,3,1,1,0,1,0,1,1,1,0.75
944,2,0,1,1,1,0,1,1,1,0.75
945,3,1,0,0,1,0,1,1,0,0.5
946,3,0,1,0,1,0,1,1,0,0.5
947,2,0,1,0,1,0,1,1,0,0.5
948,3,0,1,0,1,0,1,1,0,0.5
949,3,0,1,1,1,0,1,1,0,0.625
950,3,1,1,0,1,0,1,1,0,0.625
951,3,0,1,0,1,1,1,1,0,0.625
952,3,1,1,0,1,0,1,1,0,0.625
953,3,0,1,0,5,0,1,1,1,1.125
954,2,1,1,0,1,0,1,1,0,0.625
955,2,1,1,0,1,0,1,1,0,0.625
956,3,0,0,1,1,1,1,1,0,0.625
957,3,1,1,0,1,0,1,1,1,0.75
958,3,1,1,0,1,0,1,1,0,0.625
959,3,1,1,0,1,1,1,1,0,0.75
960,3,1,1,0,1,0,1,1,0,0.625
961,3,0,1,0,1,1,1,1,1,0.75
962,3,0,1,0,1,0,1,1,0,0.5
963,3,1,1,0,1,1,1,1,0,0.75
964,2,1,1,0,1,0,1,1,0,0.625
965,3,0,1,0,1,1,1,1,1,0.75
966,3,1,1,0,1,0,1,1,0,0.625
967,2,1,1,0,1,0,1,1,0,0.625
968,3,0,1,1,1,1,1,1,0,0.75
969,3,1,1,0,1,1,1,1,0,0.75
970,2,1,0,1,1,0,1,1,0,0.625
971,3,0,1,0,1,0,1,1,0,0.5
972,1,1,1,1,1,0,1,1,0,0.75
973,3,1,0,0,1,0,1,1,0,0.5
974,2,0,1,0,1,1,1,1,0,0.625
975,2,0,0,1,1,0,0,1,0,0.375
976,3,1,0,1,1,0,0,1,0,0.5
977,2,1,1,1,1,0,1,1,0,0.75
978,3,1,1,1,1,0,1,1,0,0.75
979,2,0,0,0,1,0,1,1,0,0.375
980,3,1,1,1,1,0,1,1,0,0.75
981,3,1,1,1,1,0,1,1,0,0.75
982,2,1,1,0,1,0,1,0,0,0.5
983,3,0,1,1,1,0,1,1,0,0.625
984,2,1,1,1,4,0,1,1,0,1.125
985,2,1,1,1,1,0,1,1,0,0.75
986,3,0,1,1,1,0,1,1,0,0.625
987,3,1,0,0,1,0,1,1,0,0.5
988,3,0,1,1,1,1,1,1,1,0.875
989,3,0,1,1,1,1,0,1,0,0.625
990,2,1,1,1,1,0,1,1,0,0.75
991,3,0,1,1,1,0,1,1,0,0.625
992,2,0,1,1,1,0,1,1,0,0.625
993,3,0,1,1,1,0,1,1,0,0.625
994,3,0,1,0,1,0,1,1,0,0.5
995,3,0,0,1,1,0,0,0,0,0.25
996,3,0,1,0,1,0,1,1,0,0.5
997,3,1,1,1,1,1,1,1,0,0.875
998,2,0,1,0,1,0,1,1,0,0.5
999,3,1,1,1,1,1,1,1,0,0.875
1000,2,0,1,0,1,0,1,1,0,0.5
1001,3,1,1,0,1,0,1,1,0,0.625
1002,2,1,1,0,1,0,1,1,0,0.625
1003,3,0,1,1,1,0,0,1,1,0.625
1004,3,1,1,1,1,1,1,1,1,1.0
1005,3,0,1,1,1,1,1,1,0,0.75
1006,2,0,1,0,1,0,1,1,0,0.5
1007,3,0,0,0,1,0,1,1,0,0.375
1008,3,1,1,1,1,0,1,1,0,0.75
1009,1,0,1,1,1,0,1,1,0,0.625
1010,3,0,0,1,1,0,1,1,0,0.5
1011,3,0,1,1,1,0,1,1,0,0.625
1012,3,1,1,1,1,0,1,1,0,0.75
1013,2,1,1,1,1,0,1,1,0,0.75
1014,3,0,1,0,1,0,1,1,0,0.5
1015,3,0,1,0,1,0,1,1,0,0.5
1016,3,1,1,1,1,0,1,1,0,0.75
1017,3,0,1,0,1,0,1,1,0,0.5
1018,3,0,1,0,1,0,1,1,0,0.5
1019,3,0,0,1,1,1,0,1,0,0.5
1020,3,1,1,1,1,0,1,1,0,0.75
1021,2,1,1,0,1,0,1,1,0,0.625
1022,2,0,1,0,1,0,1,1,1,0.625
1023,2,1,1,1,1,0,0,1,0,0.625
1024,3,0,0,0,1,0,1,0,0,0.25
1025,3,1,1,1,1,1,1,1,0,0.875
1026,3,0,1,1,1,0,1,1,0,0.625
1027,2,1,1,0,1,0,1,1,0,0.625
1028,2,0,0,0,1,0,1,1,0,0.375
1029,2,0,1,1,1,1,1,0,0,0.625
1030,3,1,0,1,1,1,1,0,0,0.625
1031,3,1,1,1,4,0,1,1,0,1.125
1032,3,0,1,0,1,1,1,1,0,0.625
1033,2,1,1,1,1,1,1,1,0,0.875
1034,3,0,1,1,1,0,1,1,0,0.625
1035,1,1,0,1,1,0,1,1,1,0.75
1036,2,0,0,1,1,1,0,0,0,0.375
1037,3,0,1,1,1,1,1,1,0,0.75
1038,2,1,1,1,1,0,1,1,0,0.75
1039,2,0,0,1,1,0,1,0,0,0.375
1040,1,0,0,0,1,0,1,1,0,0.375
1041,2,0,1,0,1,0,0,0,1,0.375
1042,3,1,1,1,1,1,1,1,1,1.0
1043,2,0,1,1,1,0,1,1,0,0.625
1044,3,1,1,0,1,0,1,1,0,0.625
1045,2,1,1,0,1,0,1,1,0,0.625
1046,2,0,1,0,1,0,1,1,0,0.5
1047,3,0,1,1,1,1,1,1,0,0.75
1048,3,1,0,1,1,0,1,1,1,0.75
1049,3,0,1,0,1,0,1,1,0,0.5
1050,3,1,0,1,1,0,1,1,0,0.625
1051,3,0,1,0,1,0,0,1,0,0.375
1052,3,1,1,1,1,1,1,1,1,1.0
1053,3,1,1,1,1,1,1,1,0,0.875
1054,3,0,1,0,1,0,1,1,0,0.5
1055,3,0,1,0,1,0,1,1,0,0.5
1056,3,1,1,0,1,0,1,1,0,0.625
1057,3,0,1,0,1,1,1,1,1,0.75
1058,3,0,0,0,1,0,1,0,1,0.375
1059,3,0,1,0,1,0,1,1,0,0.5
1060,2,1,1,0,1,0,1,1,0,0.625
1061,2,0,1,1,1,0,1,1,0,0.625
1062,3,0,1,1,1,0,1,1,0,0.625
1063,2,0,1,0,1,0,1,0,0,0.375
1064,2,1,1,0,1,0,1,1,0,0.625
1065,2,1,1,0,1,0,1,1,0,0.625
1066,3,0,1,0,1,0,0,0,0,0.25
1067,3,0,0,0,1,0,1,1,0,0.375
1068,3,1,0,0,1,0,1,1,0,0.5
1069,3,1,0,1,1,0,0,1,0,0.5
1070,3,1,1,0,1,0,1,1,0,0.625
1071,2,1,1,1,1,0,1,1,0,0.75
1072,3,0,1,0,1,0,0,0,0,0.25
1073,3,1,1,1,1,0,1,1,0,0.75
1074,3,1,0,0,1,1,0,1,0,0.5
1075,2,0,1,0,1,0,1,1,0,0.5
1076,3,0,1,1,1,0,1,1,0,0.625
1077,2,0,1,0,1,0,1,1,0,0.5
1078,3,0,0,1,1,1,1,1,0,0.625
1079,3,0,0,1,1,1,0,1,1,0.625
1080,2,0,0,1,1,0,1,1,0,0.5
1081,3,0,1,1,1,0,1,1,0,0.625
1082,3,0,1,1,1,1,1,1,0,0.75
1083,2,1,1,1,1,0,1,1,0,0.75
1084,3,0,1,0,1,0,1,1,0,0.5
1085,3,0,1,0,1,0,1,1,0,0.5
1086,2,0,1,0,1,0,1,1,0,0.5
1087,3,0,1,1,1,0,1,1,0,0.625
1088,3,0,1,0,1,0,1,1,0,0.5
1089,3,0,1,0,1,0,1,1,0,0.5
1090,2,0,1,0,1,0,1,1,0,0.5
1091,2,1,1,0,1,0,1,1,0,0.625
1092,3,0,1,1,1,0,1,1,0,0.625
1093,1,1,1,0,1,0,1,1,0,0.625
1094,2,1,1,1,1,0,1,1,0,0.75
1095,2,1,1,0,1,0,1,1,0,0.625
1096,2,0,0,0,1,0,0,1,0,0.25
1097,3,0,1,0,1,0,1,1,0,0.5
1098,2,0,1,0,1,0,1,1,0,0.5
1099,2,0,0,0,1,0,0,0,0,0.125
1100,3,0,0,1,1,0,0,0,0,0.25
1101,3,0,0,0,1,1,0,1,0,0.375
1102,3,1,1,1,1,0,1,1,0,0.75
1103,2,1,1,1,4,0,1,1,0,1.125
1104,3,1,0,1,1,1,1,1,0,0.75
1105,2,1,1,0,1,0,1,1,0,0.625
1106,2,1,1,1,1,0,1,1,0,0.75
1107,3,0,1,1,1,0,1,1,0,0.625
1108,3,1,1,0,1,0,1,1,0,0.625
1109,3,0,1,1,1,0,1,1,0,0.625
1110,3,0,1,1,1,0,1,1,0,0.625
1111,3,1,1,0,1,0,1,1,0,0.625
1112,3,0,0,0,1,0,0,0,0,0.125
1113,3,1,0,0,1,0,1,0,0,0.375
1114,3,0,1,1,1,0,1,1,1,0.75
1115,2,0,1,1,1,0,1,1,0,0.625
1116,3,0,1,0,1,1,1,1,0,0.625
1117,3,1,1,0,1,0,1,1,0,0.625
1118,3,1,0,1,1,1,0,0,0,0.5
1119,3,1,0,0,1,1,1,1,0,0.625
1120,3,0,1,0,1,0,1,1,0,0.5
1121,3,1,0,0,1,0,1,0,0,0.375
1122,2,0,1,0,1,0,1,1,0,0.5
1123,2,1,1,1,1,0,1,1,0,0.75
1124,3,1,1,0,1,0,1,1,0,0.625
1125,3,1,1,1,1,0,0,1,1,0.75
1126,1,0,1,0,1,0,1,0,0,0.375
1127,3,0,0,0,1,0,1,1,0,0.375
1128,2,0,0,1,1,1,1,0,0,0.5
1129,3,0,1,0,1,0,1,1,0,0.5
1130,3,1,1,1,1,0,1,1,0,0.75
1131,1,1,1,1,1,0,1,1,0,0.75
1132,1,0,1,0,1,1,1,0,0,0.5
1133,2,1,1,0,1,0,1,1,0,0.625
1134,2,1,1,1,1,0,1,1,0,0.75
1135,3,0,1,0,1,0,1,1,0,0.5
1136,2,0,1,1,1,1,0,1,0,0.625
1137,3,0,1,0,1,0,1,1,0,0.5
1138,3,1,0,1,1,0,1,1,0,0.625
1139,1,1,1,1,1,0,0,1,0,0.625
1140,2,1,1,0,1,0,1,0,0,0.5
1141,2,0,1,1,1,0,1,0,0,0.5
